-0.589128 0.0
-0.5876397 0.0014883096
-0.584674 0.002965667
-0.5802528 0.0044211727
-0.5744088 0.005844035
-0.56718516 0.0072236364
-0.5586356 0.008549604
-0.54882365 0.009811896
-0.5378228 0.011000902
-0.52571523 0.01210755
-0.5125918 0.013123423
-0.4995509 0.013040885
-0.48669022 0.012860683
-0.47410578 0.012584434
-0.4618912 0.012214599
-0.44913676 0.012754431
-0.43593615 0.013200599
-0.42238548 0.013550682
-0.4085823 0.013803193
-0.3946247 0.013957585
-0.38061047 0.014014236
-0.36663607 0.0139744105
-0.35279584 0.013840216
-0.3391813 0.01361452
-0.32588044 0.013300878
-0.313977 0.0119034285
-0.30354416 0.010432859
-0.2956444 0.0078997435
-0.29032415 0.005320263
-0.28761408 0.0027100556
-0.28752974 8.435356e-05
-0.29007158 -0.0025418291
-0.29522505 -0.005153485
-0.30296046 -0.0077354023
-0.31323242 -0.010271974
-0.32597947 -0.012747055
-0.34012336 -0.014143889
-0.3565749 -0.016451515
-0.3752273 -0.01865243
-0.39595616 -0.020728832
-0.41861907 -0.022662926
-0.4430564 -0.024437323
-0.46909192 -0.02603553
-0.49653444 -0.027442513
-0.5251797 -0.028645271
-0.55481315 -0.029633414
-0.58521277 -0.030399648
-0.61615294 -0.030940171
-0.6474078 -0.0312549
-0.6787554 -0.031347536
-0.7099808 -0.03122543
-0.7408801 -0.030899273
-0.7712627 -0.030382639
-0.8009541 -0.029691404
-0.8297972 -0.028843094
-0.85765344 -0.02785622
-0.88340306 -0.025749624
-0.9079485 -0.024545422
-0.9302089 -0.022260409
-0.9501217 -0.019912805
-0.96663976 -0.016518075
-0.9797305 -0.013090728
-0.98937225 -0.009641761
-0.9955515 -0.0061792843
-0.9982608 -0.0027092316
-0.9974969 0.00076387526
-0.99326074 0.0042361375
-0.98555726 0.007703481
-0.9743964 0.011160858
-0.95979494 0.014601469
-0.94177896 0.01801602
-0.9203869 0.021392036
-0.89567363 0.024713296
-0.86771417 0.02795942
-0.8366085 0.03110568
-0.80248535 0.034123145
-0.7655062 0.03697917
-0.72586787 0.039638355
-0.68380386 0.042063978
-0.63958406 0.04421979
-0.5935118 0.04607223
-0.5459191 0.04759274
-0.4971591 0.04876002
-0.44759715 0.04956193
-0.39760032 0.04999684
-0.3475261 0.050074197
-0.2977119 0.04981421
-0.24846512 0.04924678
-0.20005539 0.04840973
-0.15270877 0.047346625
